id,nome,arquivo,categoria,fonte,x,y,largura,altura,fundo
s02_livros_joias_relogios_17,livros_joias_relogios_17,assets_individuais/livros_joias_relogios/livros_joias_relogios_17.png,livros_joias_relogios,02-1000614715.png,1113,200,44,95,transparente
s02_livros_joias_relogios_18,livros_joias_relogios_18,assets_individuais/livros_joias_relogios/livros_joias_relogios_18.png,livros_joias_relogios,02-1000614715.png,1161,200,51,95,transparente
s02_livros_joias_relogios_19,livros_joias_relogios_19,assets_individuais/livros_joias_relogios/livros_joias_relogios_19.png,livros_joias_relogios,02-1000614715.png,1214,200,91,95,transparente
s02_livros_joias_relogios_20,livros_joias_relogios_20,assets_individuais/livros_joias_relogios/livros_joias_relogios_20.png,livros_joias_relogios,02-1000614715.png,1294,200,21,95,transparente
s02_livros_joias_relogios_21,livros_joias_relogios_21,assets_individuais/livros_joias_relogios/livros_joias_relogios_21.png,livros_joias_relogios,02-1000614715.png,1308,200,82,95,transparente
s02_livros_joias_relogios_22,livros_joias_relogios_22,assets_individuais/livros_joias_relogios/livros_joias_relogios_22.png,livros_joias_relogios,02-1000614715.png,1379,200,51,95,transparente
s02_livros_joias_relogios_23,livros_joias_relogios_23,assets_individuais/livros_joias_relogios/livros_joias_relogios_23.png,livros_joias_relogios,02-1000614715.png,1439,200,85,95,transparente
s02_portas_mobiliario_01,portas_mobiliario_01,assets_individuais/portas_mobiliario/portas_mobiliario_01.png,portas_mobiliario,02-1000614715.png,14,283,60,92,transparente
s02_portas_mobiliario_02,portas_mobiliario_02,assets_individuais/portas_mobiliario/portas_mobiliario_02.png,portas_mobiliario,02-1000614715.png,85,283,68,92,transparente
s02_portas_mobiliario_03,portas_mobiliario_03,assets_individuais/portas_mobiliario/portas_mobiliario_03.png,portas_mobiliario,02-1000614715.png,160,283,73,92,transparente
s02_portas_mobiliario_04,portas_mobiliario_04,assets_individuais/portas_mobiliario/portas_mobiliario_04.png,portas_mobiliario,02-1000614715.png,240,283,75,92,transparente
s02_portas_mobiliario_05,portas_mobiliario_05,assets_individuais/portas_mobiliario/portas_mobiliario_05.png,portas_mobiliario,02-1000614715.png,322,283,77,92,transparente
s02_portas_mobiliario_06,portas_mobiliario_06,assets_individuais/portas_mobiliario/portas_mobiliario_06.png,portas_mobiliario,02-1000614715.png,405,283,54,92,transparente
s02_portas_mobiliario_07,portas_mobiliario_07,assets_individuais/portas_mobiliario/portas_mobiliario_07.png,portas_mobiliario,02-1000614715.png,464,283,87,92,transparente
s02_portas_mobiliario_08,portas_mobiliario_08,assets_individuais/portas_mobiliario/portas_mobiliario_08.png,portas_mobiliario,02-1000614715.png,559,283,87,92,transparente
s02_portas_mobiliario_09,portas_mobiliario_09,assets_individuais/portas_mobiliario/portas_mobiliario_09.png,portas_mobiliario,02-1000614715.png,654,283,76,92,transparente
s02_portas_mobiliario_10,portas_mobiliario_10,assets_individuais/portas_mobiliario/portas_mobiliario_10.png,portas_mobiliario,02-1000614715.png,741,283,84,92,transparente
s02_portas_mobiliario_11,portas_mobiliario_11,assets_individuais/portas_mobiliario/portas_mobiliario_11.png,portas_mobiliario,02-1000614715.png,829,283,79,92,transparente
s02_portas_mobiliario_12,portas_mobiliario_12,assets_individuais/portas_mobiliario/portas_mobiliario_12.png,portas_mobiliario,02-1000614715.png,897,283,19,92,transparente
s02_portas_mobiliario_13,portas_mobiliario_13,assets_individuais/portas_mobiliario/portas_mobiliario_13.png,portas_mobiliario,02-1000614715.png,924,283,78,92,transparente
s02_portas_mobiliario_14,portas_mobiliario_14,assets_individuais/portas_mobiliario/portas_mobiliario_14.png,portas_mobiliario,02-1000614715.png,1007,283,37,92,transparente
s02_portas_mobiliario_15,portas_mobiliario_15,assets_individuais/portas_mobiliario/portas_mobiliario_15.png,portas_mobiliario,02-1000614715.png,1054,283,65,92,transparente
s02_portas_mobiliario_16,portas_mobiliario_16,assets_individuais/portas_mobiliario/portas_mobiliario_16.png,portas_mobiliario,02-1000614715.png,1120,283,43,92,transparente
s02_portas_mobiliario_17,portas_mobiliario_17,assets_individuais/portas_mobiliario/portas_mobiliario_17.png,portas_mobiliario,02-1000614715.png,1163,283,80,92,transparente
s02_portas_mobiliario_18,portas_mobiliario_18,assets_individuais/portas_mobiliario/portas_mobiliario_18.png,portas_mobiliario,02-1000614715.png,1245,283,52,92,transparente
s02_portas_mobiliario_19,portas_mobiliario_19,assets_individuais/portas_mobiliario/portas_mobiliario_19.png,portas_mobiliario,02-1000614715.png,1304,283,29,92,transparente
s02_portas_mobiliario_20,portas_mobiliario_20,assets_individuais/portas_mobiliario/portas_mobiliario_20.png,portas_mobiliario,02-1000614715.png,1329,283,35,92,transparente
s02_portas_mobiliario_21,portas_mobiliario_21,assets_individuais/portas_mobiliario/portas_mobiliario_21.png,portas_mobiliario,02-1000614715.png,1359,283,32,92,transparente
s02_portas_mobiliario_22,portas_mobiliario_22,assets_individuais/portas_mobiliario/portas_mobiliario_22.png,portas_mobiliario,02-1000614715.png,1399,283,41,92,transparente
s02_portas_mobiliario_23,portas_mobiliario_23,assets_individuais/portas_mobiliario/portas_mobiliario_23.png,portas_mobiliario,02-1000614715.png,1450,283,72,92,transparente
s02_tokens_herois_01,tokens_herois_01,assets_individuais/tokens_herois/tokens_herois_01.png,tokens_herois,02-1000614715.png,14,365,85,100,transparente
s02_tokens_herois_02,tokens_herois_02,assets_individuais/tokens_herois/tokens_herois_02.png,tokens_herois,02-1000614715.png,94,365,83,100,transparente
s02_tokens_herois_03,tokens_herois_03,assets_individuais/tokens_herois/tokens_herois_03.png,tokens_herois,02-1000614715.png,172,365,83,100,transparente
s02_tokens_herois_04,tokens_herois_04,assets_individuais/tokens_herois/tokens_herois_04.png,tokens_herois,02-1000614715.png,250,365,82,100,transparente
s02_tokens_herois_05,tokens_herois_05,assets_individuais/tokens_herois/tokens_herois_05.png,tokens_herois,02-1000614715.png,325,365,83,100,transparente
s02_tokens_herois_06,tokens_herois_06,assets_individuais/tokens_herois/tokens_herois_06.png,tokens_herois,02-1000614715.png,401,365,82,100,transparente
s02_tokens_herois_07,tokens_herois_07,assets_individuais/tokens_herois/tokens_herois_07.png,tokens_herois,02-1000614715.png,477,365,83,100,transparente
s02_tokens_herois_08,tokens_herois_08,assets_individuais/tokens_herois/tokens_herois_08.png,tokens_herois,02-1000614715.png,553,365,83,100,transparente
s02_tokens_herois_09,tokens_herois_09,assets_individuais/tokens_herois/tokens_herois_09.png,tokens_herois,02-1000614715.png,631,365,83,100,transparente
s02_tokens_herois_10,tokens_herois_10,assets_individuais/tokens_herois/tokens_herois_10.png,tokens_herois,02-1000614715.png,709,365,83,100,transparente
s02_tokens_herois_11,tokens_herois_11,assets_individuais/tokens_herois/tokens_herois_11.png,tokens_herois,02-1000614715.png,787,365,85,100,transparente
s02_tokens_herois_12,tokens_herois_12,assets_individuais/tokens_herois/tokens_herois_12.png,tokens_herois,02-1000614715.png,866,365,85,100,transparente
s02_tokens_herois_13,tokens_herois_13,assets_individuais/tokens_herois/tokens_herois_13.png,tokens_herois,02-1000614715.png,947,365,84,100,transparente
s02_tokens_herois_14,tokens_herois_14,assets_individuais/tokens_herois/tokens_herois_14.png,tokens_herois,02-1000614715.png,1026,365,83,100,transparente
s02_tokens_herois_15,tokens_herois_15,assets_individuais/tokens_herois/tokens_herois_15.png,tokens_herois,02-1000614715.png,1104,365,83,100,transparente
s02_tokens_herois_16,tokens_herois_16,assets_individuais/tokens_herois/tokens_herois_16.png,tokens_herois,02-1000614715.png,1183,365,83,100,transparente
s02_tokens_herois_17,tokens_herois_17,assets_individuais/tokens_herois/tokens_herois_17.png,tokens_herois,02-1000614715.png,1262,365,84,100,transparente
s02_tokens_herois_18,tokens_herois_18,assets_individuais/tokens_herois/tokens_herois_18.png,tokens_herois,02-1000614715.png,1343,365,85,100,transparente
s02_tokens_herois_19,tokens_herois_19,assets_individuais/tokens_herois/tokens_herois_19.png,tokens_herois,02-1000614715.png,1429,365,85,100,transparente
s02_tokens_monstros_01,tokens_monstros_01,assets_individuais/tokens_monstros/tokens_monstros_01.png,tokens_monstros,02-1000614715.png,14,450,86,105,transparente
s02_tokens_monstros_02,tokens_monstros_02,assets_individuais/tokens_monstros/tokens_monstros_02.png,tokens_monstros,02-1000614715.png,94,450,85,105,transparente
s02_tokens_monstros_03,tokens_monstros_03,assets_individuais/tokens_monstros/tokens_monstros_03.png,tokens_monstros,02-1000614715.png,172,450,85,105,transparente
s02_tokens_monstros_04,tokens_monstros_04,assets_individuais/tokens_monstros/tokens_monstros_04.png,tokens_monstros,02-1000614715.png,250,450,85,105,transparente
s02_tokens_monstros_05,tokens_monstros_05,assets_individuais/tokens_monstros/tokens_monstros_05.png,tokens_monstros,02-1000614715.png,326,450,85,105,transparente
s02_tokens_monstros_06,tokens_monstros_06,assets_individuais/tokens_monstros/tokens_monstros_06.png,tokens_monstros,02-1000614715.png,402,450,84,105,transparente
s02_tokens_monstros_07,tokens_monstros_07,assets_individuais/tokens_monstros/tokens_monstros_07.png,tokens_monstros,02-1000614715.png,478,450,84,105,transparente
s02_tokens_monstros_08,tokens_monstros_08,assets_individuais/tokens_monstros/tokens_monstros_08.png,tokens_monstros,02-1000614715.png,554,450,84,105,transparente
s02_tokens_monstros_09,tokens_monstros_09,assets_individuais/tokens_monstros/tokens_monstros_09.png,tokens_monstros,02-1000614715.png,633,450,89,105,transparente
s02_tokens_monstros_10,tokens_monstros_10,assets_individuais/tokens_monstros/tokens_monstros_10.png,tokens_monstros,02-1000614715.png,718,450,89,105,transparente
s02_tokens_monstros_11,tokens_monstros_11,assets_individuais/tokens_monstros/tokens_monstros_11.png,tokens_monstros,02-1000614715.png,801,450,89,105,transparente
s02_tokens_monstros_12,tokens_monstros_12,assets_individuais/tokens_monstros/tokens_monstros_12.png,tokens_monstros,02-1000614715.png,885,450,89,105,transparente
s02_tokens_monstros_13,tokens_monstros_13,assets_individuais/tokens_monstros/tokens_monstros_13.png,tokens_monstros,02-1000614715.png,969,450,89,105,transparente
s02_tokens_monstros_14,tokens_monstros_14,assets_individuais/tokens_monstros/tokens_monstros_14.png,tokens_monstros,02-1000614715.png,1054,450,89,105,transparente
s02_tokens_monstros_15,tokens_monstros_15,assets_individuais/tokens_monstros/tokens_monstros_15.png,tokens_monstros,02-1000614715.png,1139,450,88,105,transparente
s02_tokens_monstros_16,tokens_monstros_16,assets_individuais/tokens_monstros/tokens_monstros_16.png,tokens_monstros,02-1000614715.png,1223,450,91,105,transparente
s02_tokens_monstros_17,tokens_monstros_17,assets_individuais/tokens_monstros/tokens_monstros_17.png,tokens_monstros,02-1000614715.png,1310,450,91,105,transparente
s02_tokens_monstros_18,tokens_monstros_18,assets_individuais/tokens_monstros/tokens_monstros_18.png,tokens_monstros,02-1000614715.png,1399,450,124,105,transparente
s02_hexes_locais_01,hexes_locais_01,assets_individuais/hexes_locais/hexes_locais_01.png,hexes_locais,02-1000614715.png,14,545,106,135,transparente
s02_hexes_locais_02,hexes_locais_02,assets_individuais/hexes_locais/hexes_locais_02.png,hexes_locais,02-1000614715.png,118,545,104,135,transparente
s02_hexes_locais_03,hexes_locais_03,assets_individuais/hexes_locais/hexes_locais_03.png,hexes_locais,02-1000614715.png,220,545,104,135,transparente
s02_hexes_locais_04,hexes_locais_04,assets_individuais/hexes_locais/hexes_locais_04.png,hexes_locais,02-1000614715.png,322,545,103,135,transparente
s02_hexes_locais_05,hexes_locais_05,assets_individuais/hexes_locais/hexes_locais_05.png,hexes_locais,02-1000614715.png,424,545,103,135,transparente
s02_hexes_locais_06,hexes_locais_06,assets_individuais/hexes_locais/hexes_locais_06.png,hexes_locais,02-1000614715.png,526,545,101,135,transparente
s02_hexes_locais_07,hexes_locais_07,assets_individuais/hexes_locais/hexes_locais_07.png,hexes_locais,02-1000614715.png,625,545,101,135,transparente
s02_hexes_locais_08,hexes_locais_08,assets_individuais/hexes_locais/hexes_locais_08.png,hexes_locais,02-1000614715.png,722,545,101,135,transparente
s02_hexes_locais_09,hexes_locais_09,assets_individuais/hexes_locais/hexes_locais_09.png,hexes_locais,02-1000614715.png,820,545,100,135,transparente
s02_hexes_locais_10,hexes_locais_10,assets_individuais/hexes_locais/hexes_locais_10.png,hexes_locais,02-1000614715.png,916,545,101,135,transparente
s02_hexes_locais_11,hexes_locais_11,assets_individuais/hexes_locais/hexes_locais_11.png,hexes_locais,02-1000614715.png,1014,545,101,135,transparente
s02_hexes_locais_12,hexes_locais_12,assets_individuais/hexes_locais/hexes_locais_12.png,hexes_locais,02-1000614715.png,1113,545,102,135,transparente
s02_hexes_locais_13,hexes_locais_13,assets_individuais/hexes_locais/hexes_locais_13.png,hexes_locais,02-1000614715.png,1214,545,101,135,transparente
s02_hexes_locais_14,hexes_locais_14,assets_individuais/hexes_locais/hexes_locais_14.png,hexes_locais,02-1000614715.png,1313,545,102,135,transparente
s02_hexes_locais_15,hexes_locais_15,assets_individuais/hexes_locais/hexes_locais_15.png,hexes_locais,02-1000614715.png,1416,545,24,135,transparente
s02_hexes_locais_16,hexes_locais_16,assets_individuais/hexes_locais/hexes_locais_16.png,hexes_locais,02-1000614715.png,1429,545,21,135,transparente
s02_hexes_locais_17,hexes_locais_17,assets_individuais/hexes_locais/hexes_locais_17.png,hexes_locais,02-1000614715.png,1441,545,52,135,transparente
s02_hexes_locais_18,hexes_locais_18,assets_individuais/hexes_locais/hexes_locais_18.png,hexes_locais,02-1000614715.png,1484,545,21,135,transparente
s02_hexes_locais_19,hexes_locais_19,assets_individuais/hexes_locais/hexes_locais_19.png,hexes_locais,02-1000614715.png,1494,545,25,135,transparente
s02_marcadores_estados_01,marcadores_estados_01,assets_individuais/marcadores_estados/marcadores_estados_01.png,marcadores_estados,02-1000614715.png,15,670,42,90,transparente
s02_marcadores_estados_02,marcadores_estados_02,assets_individuais/marcadores_estados/marcadores_estados_02.png,marcadores_estados,02-1000614715.png,65,670,44,90,transparente
s02_marcadores_estados_03,marcadores_estados_03,assets_individuais/marcadores_estados/marcadores_estados_03.png,marcadores_estados,02-1000614715.png,116,670,46,90,transparente
s02_marcadores_estados_04,marcadores_estados_04,assets_individuais/marcadores_estados/marcadores_estados_04.png,marcadores_estados,02-1000614715.png,168,670,45,90,transparente
s02_marcadores_estados_05,marcadores_estados_05,assets_individuais/marcadores_estados/marcadores_estados_05.png,marcadores_estados,02-1000614715.png,219,670,45,90,transparente
s02_marcadores_estados_06,marcadores_estados_06,assets_individuais/marcadores_estados/marcadores_estados_06.png,marcadores_estados,02-1000614715.png,272,670,44,90,transparente
s02_marcadores_estados_07,marcadores_estados_07,assets_individuais/marcadores_estados/marcadores_estados_07.png,marcadores_estados,02-1000614715.png,325,670,45,90,transparente
s02_marcadores_estados_08,marcadores_estados_08,assets_individuais/marcadores_estados/marcadores_estados_08.png,marcadores_estados,02-1000614715.png,393,670,52,90,transparente
s02_marcadores_estados_09,marcadores_estados_09,assets_individuais/marcadores_estados/marcadores_estados_09.png,marcadores_estados,02-1000614715.png,454,670,52,90,transparente
s02_marcadores_estados_10,marcadores_estados_10,assets_individuais/marcadores_estados/marcadores_estados_10.png,marcadores_estados,02-1000614715.png,516,670,52,90,transparente
s02_marcadores_estados_11,marcadores_estados_11,assets_individuais/marcadores_estados/marcadores_estados_11.png,marcadores_estados,02-1000614715.png,587,670,54,90,transparente
s02_marcadores_estados_12,marcadores_estados_12,assets_individuais/marcadores_estados/marcadores_estados_12.png,marcadores_estados,02-1000614715.png,655,670,52,90,transparente
s02_marcadores_estados_13,marcadores_estados_13,assets_individuais/marcadores_estados/marcadores_estados_13.png,marcadores_estados,02-1000614715.png,714,670,53,90,transparente
s02_marcadores_estados_14,marcadores_estados_14,assets_individuais/marcadores_estados/marcadores_estados_14.png,marcadores_estados,02-1000614715.png,776,670,53,90,transparente
s02_marcadores_estados_15,marcadores_estados_15,assets_individuais/marcadores_estados/marcadores_estados_15.png,marcadores_estados,02-1000614715.png,838,670,54,90,transparente
s02_marcadores_estados_16,marcadores_estados_16,assets_individuais/marcadores_estados/marcadores_estados_16.png,marcadores_estados,02-1000614715.png,901,670,54,90,transparente
s02_marcadores_estados_17,marcadores_estados_17,assets_individuais/marcadores_estados/marcadores_estados_17.png,marcadores_estados,02-1000614715.png,965,670,54,90,transparente
s02_marcadores_estados_18,marcadores_estados_18,assets_individuais/marcadores_estados/marcadores_estados_18.png,marcadores_estados,02-1000614715.png,1032,670,53,90,transparente
s02_marcadores_estados_19,marcadores_estados_19,assets_individuais/marcadores_estados/marcadores_estados_19.png,marcadores_estados,02-1000614715.png,1098,670,54,90,transparente
s02_marcadores_estados_20,marcadores_estados_20,assets_individuais/marcadores_estados/marcadores_estados_20.png,marcadores_estados,02-1000614715.png,1159,670,59,90,transparente
s02_marcadores_estados_21,marcadores_estados_21,assets_individuais/marcadores_estados/marcadores_estados_21.png,marcadores_estados,02-1000614715.png,1220,670,60,90,transparente
s02_marcadores_estados_22,marcadores_estados_22,assets_individuais/marcadores_estados/marcadores_estados_22.png,marcadores_estados,02-1000614715.png,1280,670,59,90,transparente
s02_marcadores_estados_23,marcadores_estados_23,assets_individuais/marcadores_estados/marcadores_estados_23.png,marcadores_estados,02-1000614715.png,1338,670,21,90,transparente
s02_marcadores_estados_24,marcadores_estados_24,assets_individuais/marcadores_estados/marcadores_estados_24.png,marcadores_estados,02-1000614715.png,1348,670,50,90,transparente
s02_marcadores_estados_25,marcadores_estados_25,assets_individuais/marcadores_estados/marcadores_estados_25.png,marcadores_estados,02-1000614715.png,1399,670,22,90,transparente
s02_marcadores_estados_26,marcadores_estados_26,assets_individuais/marcadores_estados/marcadores_estados_26.png,marcadores_estados,02-1000614715.png,1411,670,20,90,transparente
s02_marcadores_estados_27,marcadores_estados_27,assets_individuais/marcadores_estados/marcadores_estados_27.png,marcadores_estados,02-1000614715.png,1423,670,19,90,transparente
s02_marcadores_estados_28,marcadores_estados_28,assets_individuais/marcadores_estados/marcadores_estados_28.png,marcadores_estados,02-1000614715.png,1434,670,21,90,transparente
s02_marcadores_estados_29,marcadores_estados_29,assets_individuais/marcadores_estados/marcadores_estados_29.png,marcadores_estados,02-1000614715.png,1457,670,60,90,transparente
s02_papeis_01,papeis_01,assets_individuais/papeis/papeis_01.png,papeis,02-1000614715.png,13,745,117,145,transparente
s02_papeis_02,papeis_02,assets_individuais/papeis/papeis_02.png,papeis,02-1000614715.png,144,745,103,145,transparente
s02_papeis_03,papeis_03,assets_individuais/papeis/papeis_03.png,papeis,02-1000614715.png,256,745,108,145,transparente
s02_papeis_04,papeis_04,assets_individuais/papeis/papeis_04.png,papeis,02-1000614715.png,370,745,113,145,transparente
s02_papeis_05,papeis_05,assets_individuais/papeis/papeis_05.png,papeis,02-1000614715.png,489,745,108,145,transparente
s02_papeis_06,papeis_06,assets_individuais/papeis/papeis_06.png,papeis,02-1000614715.png,606,745,98,145,transparente
s02_barras_hud_01,barras_hud_01,assets_individuais/barras_hud/barras_hud_01.png,barras_hud,02-1000614715.png,710,745,206,145,transparente
s02_barras_hud_02,barras_hud_02,assets_individuais/barras_hud/barras_hud_02.png,barras_hud,02-1000614715.png,916,745,207,145,transparente
s02_barras_hud_03,barras_hud_03,assets_individuais/barras_hud/barras_hud_03.png,barras_hud,02-1000614715.png,1123,745,207,145,transparente
s02_barras_hud_04,barras_hud_04,assets_individuais/barras_hud/barras_hud_04.png,barras_hud,02-1000614715.png,1330,745,206,145,transparente
s02_dados_01,dados_01,assets_individuais/dados/dados_01.png,dados,02-1000614715.png,16,875,80,85,transparente
s02_dados_02,dados_02,assets_individuais/dados/dados_02.png,dados,02-1000614715.png,99,875,81,85,transparente
s02_dados_03,dados_03,assets_individuais/dados/dados_03.png,dados,02-1000614715.png,184,875,83,85,transparente
s02_dados_04,dados_04,assets_individuais/dados/dados_04.png,dados,02-1000614715.png,273,875,85,85,transparente
s02_dados_05,dados_05,assets_individuais/dados/dados_05.png,dados,02-1000614715.png,365,875,87,85,transparente
s02_dados_06,dados_06,assets_individuais/dados/dados_06.png,dados,02-1000614715.png,457,875,89,85,transparente
s02_tiles_masmorra_variantes_01,tiles_masmorra_variantes_01,assets_individuais/tiles_masmorra_variantes/tiles_masmorra_variantes_01.png,tiles_masmorra_variantes,02-1000614715.png,558,875,21,149,transparente
s02_tiles_masmorra_variantes_02,tiles_masmorra_variantes_02,assets_individuais/tiles_masmorra_variantes/tiles_masmorra_variantes_02.png,tiles_masmorra_variantes,02-1000614715.png,572,875,23,149,transparente
s02_tiles_masmorra_variantes_03,tiles_masmorra_variantes_03,assets_individuais/tiles_masmorra_variantes/tiles_masmorra_variantes_03.png,tiles_masmorra_variantes,02-1000614715.png,589,875,21,149,transparente
s02_tiles_masmorra_variantes_04,tiles_masmorra_variantes_04,assets_individuais/tiles_masmorra_variantes/tiles_masmorra_variantes_04.png,tiles_masmorra_variantes,02-1000614715.png,603,875,21,149,transparente
s02_tiles_masmorra_variantes_05,tiles_masmorra_variantes_05,assets_individuais/tiles_masmorra_variantes/tiles_masmorra_variantes_05.png,tiles_masmorra_variantes,02-1000614715.png,628,875,30,149,transparente
s02_tiles_masmorra_variantes_06,tiles_masmorra_variantes_06,assets_individuais/tiles_masmorra_variantes/tiles_masmorra_variantes_06.png,tiles_masmorra_variantes,02-1000614715.png,647,875,19,149,transparente
s02_tiles_masmorra_variantes_07,tiles_masmorra_variantes_07,assets_individuais/tiles_masmorra_variantes/tiles_masmorra_variantes_07.png,tiles_masmorra_variantes,02-1000614715.png,655,875,28,149,transparente
s02_tiles_masmorra_variantes_08,tiles_masmorra_variantes_08,assets_individuais/tiles_masmorra_variantes/tiles_masmorra_variantes_08.png,tiles_masmorra_variantes,02-1000614715.png,672,875,31,149,transparente
s02_tiles_masmorra_variantes_09,tiles_masmorra_variantes_09,assets_individuais/tiles_masmorra_variantes/tiles_masmorra_variantes_09.png,tiles_masmorra_variantes,02-1000614715.png,714,875,105,149,transparente
s02_tiles_masmorra_variantes_10,tiles_masmorra_variantes_10,assets_individuais/tiles_masmorra_variantes/tiles_masmorra_variantes_10.png,tiles_masmorra_variantes,02-1000614715.png,827,875,426,149,transparente
s02_tiles_masmorra_variantes_11,tiles_masmorra_variantes_11,assets_individuais/tiles_masmorra_variantes/tiles_masmorra_variantes_11.png,tiles_masmorra_variantes,02-1000614715.png,1262,875,109,149,transparente
s02_tiles_masmorra_variantes_12,tiles_masmorra_variantes_12,assets_individuais/tiles_masmorra_variantes/tiles_masmorra_variantes_12.png,tiles_masmorra_variantes,02-1000614715.png,1384,875,61,149,transparente
s02_tiles_masmorra_variantes_13,tiles_masmorra_variantes_13,assets_individuais/tiles_masmorra_variantes/tiles_masmorra_variantes_13.png,tiles_masmorra_variantes,02-1000614715.png,1434,875,18,149,transparente
s02_tiles_masmorra_variantes_14,tiles_masmorra_variantes_14,assets_individuais/tiles_masmorra_variantes/tiles_masmorra_variantes_14.png,tiles_masmorra_variantes,02-1000614715.png,1449,875,32,149,transparente
s02_tiles_masmorra_variantes_15,tiles_masmorra_variantes_15,assets_individuais/tiles_masmorra_variantes/tiles_masmorra_variantes_15.png,tiles_masmorra_variantes,02-1000614715.png,1470,875,42,149,transparente
s03_armas_armaduras_01,armas_armaduras_01,assets_individuais/armas_armaduras/armas_armaduras_01.png,armas_armaduras,03-1000614717.png,10,0,70,105,transparente
s03_armas_armaduras_02,armas_armaduras_02,assets_individuais/armas_armaduras/armas_armaduras_02.png,armas_armaduras,03-1000614717.png,82,0,55,105,transparente
s03_armas_armaduras_03,armas_armaduras_03,assets_individuais/armas_armaduras/armas_armaduras_03.png,armas_armaduras,03-1000614717.png,141,0,53,105,transparente
s03_armas_armaduras_04,armas_armaduras_04,assets_individuais/armas_armaduras/armas_armaduras_04.png,armas_armaduras,03-1000614717.png,201,0,68,105,transparente
s03_armas_armaduras_05,armas_armaduras_05,assets_individuais/armas_armaduras/armas_armaduras_05.png,armas_armaduras,03-1000614717.png,269,0,65,105,transparente
s03_armas_armaduras_06,armas_armaduras_06,assets_individuais/armas_armaduras/armas_armaduras_06.png,armas_armaduras,03-1000614717.png,334,0,72,105,transparente
s03_armas_armaduras_07,armas_armaduras_07,assets_individuais/armas_armaduras/armas_armaduras_07.png,armas_armaduras,03-1000614717.png,401,0,65,105,transparente
s03_armas_armaduras_08,armas_armaduras_08,assets_individuais/armas_armaduras/armas_armaduras_08.png,armas_armaduras,03-1000614717.png,468,0,63,105,transparente
s03_armas_armaduras_09,armas_armaduras_09,assets_individuais/armas_armaduras/armas_armaduras_09.png,armas_armaduras,03-1000614717.png,527,0,68,105,transparente
s03_armas_armaduras_10,armas_armaduras_10,assets_individuais/armas_armaduras/armas_armaduras_10.png,armas_armaduras,03-1000614717.png,594,0,80,105,transparente
s03_armas_armaduras_11,armas_armaduras_11,assets_individuais/armas_armaduras/armas_armaduras_11.png,armas_armaduras,03-1000614717.png,675,0,66,105,transparente
s03_armas_armaduras_12,armas_armaduras_12,assets_individuais/armas_armaduras/armas_armaduras_12.png,armas_armaduras,03-1000614717.png,744,0,71,105,transparente
s03_armas_armaduras_13,armas_armaduras_13,assets_individuais/armas_armaduras/armas_armaduras_13.png,armas_armaduras,03-1000614717.png,824,0,77,105,transparente
s03_armas_armaduras_14,armas_armaduras_14,assets_individuais/armas_armaduras/armas_armaduras_14.png,armas_armaduras,03-1000614717.png,906,0,81,105,transparente
s03_armas_armaduras_15,armas_armaduras_15,assets_individuais/armas_armaduras/armas_armaduras_15.png,armas_armaduras,03-1000614717.png,990,0,81,105,transparente
s03_armas_armaduras_16,armas_armaduras_16,assets_individuais/armas_armaduras/armas_armaduras_16.png,armas_armaduras,03-1000614717.png,1076,0,76,105,transparente
s03_armas_armaduras_17,armas_armaduras_17,assets_individuais/armas_armaduras/armas_armaduras_17.png,armas_armaduras,03-1000614717.png,1152,0,90,105,transparente
s03_armas_armaduras_18,armas_armaduras_18,assets_individuais/armas_armaduras/armas_armaduras_18.png,armas_armaduras,03-1000614717.png,1243,0,76,105,transparente
s03_armas_armaduras_19,armas_armaduras_19,assets_individuais/armas_armaduras/armas_armaduras_19.png,armas_armaduras,03-1000614717.png,1323,0,70,105,transparente
s03_armas_armaduras_20,armas_armaduras_20,assets_individuais/armas_armaduras/armas_armaduras_20.png,armas_armaduras,03-1000614717.png,1397,0,63,105,transparente
s03_armas_armaduras_21,armas_armaduras_21,assets_individuais/armas_armaduras/armas_armaduras_21.png,armas_armaduras,03-1000614717.png,1466,0,60,105,transparente
s03_inventario_tesouros_01,inventario_tesouros_01,assets_individuais/inventario_tesouros/inventario_tesouros_01.png,inventario_tesouros,03-1000614717.png,8,95,82,100,transparente
s03_inventario_tesouros_02,inventario_tesouros_02,assets_individuais/inventario_tesouros/inventario_tesouros_02.png,inventario_tesouros,03-1000614717.png,92,95,70,100,transparente
s03_inventario_tesouros_03,inventario_tesouros_03,assets_individuais/inventario_tesouros/inventario_tesouros_03.png,inventario_tesouros,03-1000614717.png,166,95,54,100,transparente
s03_inventario_tesouros_04,inventario_tesouros_04,assets_individuais/inventario_tesouros/inventario_tesouros_04.png,inventario_tesouros,03-1000614717.png,235,95,59,100,transparente
s03_inventario_tesouros_05,inventario_tesouros_05,assets_individuais/inventario_tesouros/inventario_tesouros_05.png,inventario_tesouros,03-1000614717.png,307,95,57,100,transparente
s03_inventario_tesouros_06,inventario_tesouros_06,assets_individuais/inventario_tesouros/inventario_tesouros_06.png,inventario_tesouros,03-1000614717.png,369,95,62,100,transparente
s03_inventario_tesouros_07,inventario_tesouros_07,assets_individuais/inventario_tesouros/inventario_tesouros_07.png,inventario_tesouros,03-1000614717.png,434,95,76,100,transparente
